ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
19996,CL,49,B,65,NULL,65,NULL,26448,05001,05,-74.11317300822702,4.663916602761374,NULL,NULL,1,NULL,"CALLE 49 B # 65 65,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
19997,CL,49,NULL,65,NULL,68,NULL,112771,05001,05,-75.58295890688896,6.256296104444851,NULL,NULL,1,NULL,"CALLE 49 # 65 68,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
19998,CL,49,B,65,NULL,91,NULL,39915,05001,05,-75.5813455581665,6.255482235648278,NULL,NULL,1,NULL,"CALLE 49 B # 65 91,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
19999,CL,49,B,66,NULL,96,NULL,30139,05001,05,-75.54079055786133,6.231432208033232,NULL,NULL,1,NULL,"CALLE 49 B # 66 96,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
20000,CL,49,NULL,68,NULL,87,NULL,72989,11001,11,-74.05662775039673,4.633788624591701,NULL,NULL,3,NULL,"CALLE 49 # 68 87,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
20001,CL,49,S,70,C,30,NULL,17109,11001,11,0,0,NULL,NULL,1,NULL,"CALLE 49 SUR C # 70 30,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
20002,CL,49,NULL,70,C,31,NULL,5031,11001,11,-74.10792821649011,4.665756117173875,NULL,NULL,1,NULL,"CALLE 49 C # 70 31,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
20003,CL,49,S,72,B,75,NULL,9921,11001,11,0,0,NULL,NULL,1,NULL,"CALLE 49 SUR B # 72 75,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
20004,CL,49,NULL,73,NULL,4,NULL,7886,05001,05,-75.5403656962153,6.232172389359898,NULL,NULL,1,NULL,"CALLE 49 # 73 4,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
20005,CL,49,NULL,734,NULL,7304,NULL,31520,68001,68,-73.10179422312103,7.101826754174217,NULL,NULL,4,CRS,"CALLE 49 # 734 7304 CONJUNTO RESIDENCIAL,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
20006,CL,49,B,74,NULL,31,NULL,172579,05001,05,0,0,NULL,NULL,5,NULL,"CALLE 49 B # 74 31,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
20007,CL,49,NULL,76,A,64,NULL,883,05001,05,-75.5948819448547,6.2606652034311665,NULL,NULL,1,NULL,"CALLE 49 A # 76 64,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
20008,CL,49,A,76,A,111,NULL,65685,05001,05,-75.53564473986626,6.230763617496024,NULL,NULL,6,NULL,"CALLE 49 A A # 76 111,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
20009,CL,49,NULL,78,NULL,35,NULL,7621,11001,11,0,0,S,NULL,1,NULL,"CALLE 49 # 78 SUR 35,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
20010,CL,49,NULL,78,NULL,35,NULL,8705,11001,11,0,0,S,NULL,NULL,NULL,"CALLE 49 # 78 SUR 35,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
20011,CL,49,NULL,78,NULL,35,NULL,8877,11001,11,0,0,S,NULL,NULL,NULL,"CALLE 49 # 78 SUR 35,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
20012,CL,49,B,78,NULL,40,NULL,158095,05001,05,-75.5953146,6.262431299999999,A,NULL,1,NULL,"CALLE 49 B # 78 A 40,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
20013,CL,49,A,8,A,36,NULL,49725,68081,68,-73.82664442062378,7.06019711126431,NULL,NULL,4,NULL,"CALLE 49 A A # 8 36,BARRANCABERMEJA,SANTANDER",SANTANDER,BARRANCABERMEJA
20014,CL,49,A,8,A,36,NULL,11609,68081,68,-73.82755637168884,7.058528114926939,NULL,NULL,NULL,NULL,"CALLE 49 A A # 8 36,BARRANCABERMEJA,SANTANDER",SANTANDER,BARRANCABERMEJA
20015,CL,49,A,8,A,36,NULL,38453,68081,68,-73.86934811263927,7.060289907300082,NULL,NULL,4,PS,"CALLE 49 A A # 8 36 PISO,BARRANCABERMEJA,SANTANDER",SANTANDER,BARRANCABERMEJA
