ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
262631,CL,"CALLE 28 ",NULL,5,NULL,11,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CALLE 28 5 11,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262632,CL,"CALLE 40 ",NULL,4,NULL,84,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CALLE 40 4 84,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262633,KR,"CRA 9 ",NULL,24,NULL,19,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CARRERA CRA 9 24 19,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262634,CL,"CALLE 41 ",NULL,10,NULL,73,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CALLE 41 10 73,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262635,KR,"CRA 2 ",NULL,40,NULL,53,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CARRERA CRA 2 40 53,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262636,KR,"CRA 14 ",NULL,22,NULL,200,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CARRERA CRA 14 22 200,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262637,CL,"CALLE 33 ",NULL,4,NULL,35,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CALLE 33 4 35,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262638,KR,"CRA 3 ",NULL,37,NULL,43,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CARRERA CRA 3 37 43,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262639,KR,"CRA 4 ",NULL,39,NULL,54,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CARRERA CRA 4 39 54,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262640,TV,"TRV 1A ",NULL,16,NULL,8,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"TRANSVERSAL TRV 1A 16 8,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262641,KR,"CRA 14 ",NULL,37,NULL,44,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CARRERA CRA 14 37 44,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262642,KR,"CRA 6 ",NULL,76,NULL,30,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CARRERA CRA 6 76 30,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262643,KR,"CRA 4 ",NULL,21,NULL,5,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CARRERA CRA 4 21 5,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262644,CL,"CALLE 47 ",NULL,2,NULL,69,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CALLE 47 2 69,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262645,CL,"CALLE 29 ",NULL,5,NULL,6,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CALLE 29 5 6,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262646,CL,"CALLE 28 ",NULL,3,NULL,27,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CALLE 28 3 27,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262647,CL,Calle 46,NULL,4,NULL,104,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CALLE 46 4 104,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262648,CL,"CALLE 28 ",NULL,1,NULL,28,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CALLE 28 1 28,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262649,CL,"CALLE 39 ",NULL,12,NULL,39,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CALLE 39 12 39,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
262650,CL,"CALLE 60 ",NULL,6,NULL,14,NULL,NULL,23001,23,0,0,NULL,NULL,NULL,NULL,"CALLE 60 6 14,MONTERÍA,CÓRDOBA",CÓRDOBA,MONTERÍA
