ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
71954,KR,38,BIS,5,NULL,204,CENTRO MEDICO IMBANACO,NULL,76001,76,0,0,B,NULL,NULL,ED,"CARRERA 38 BIS 5 B 204 CENTRO MEDICO IMBANACO,CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
71955,CL,5,NULL,16,NULL,0,GARAJE CAJA DE COMPESACIÓN FAMILIAR DEL VALLE,NULL,76113,76,0,0,NULL,NULL,NULL,GR,"CALLE 5 16 0 GARAJE CAJA DE COMPESACIÓN FAMILIAR DEL VALLE,BUGALAGRANDE,VALLE DEL CAUCA",VALLE DEL CAUCA,BUGALAGRANDE
71956,CL,10,NULL,36,NULL,93,(COMFANDI) CLINICA AMIGA,NULL,76001,76,0,0,NULL,NULL,NULL,ED,"CALLE 10 36 93 (COMFANDI) CALLEINICA AMIGA,CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
71957,KR,98,NULL,16,NULL,200,CENTRAL CONTROL (JARDIN PLAZA),NULL,76001,76,0,0,NULL,NULL,NULL,CCL,"CARRERA 98 16 200 CENTRAL CONTROL (JARDIN PLAZA),CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
71958,KR,98,NULL,16,NULL,200,CENTRAL CONTROL (JARDIN PLAZA),NULL,76001,76,0,0,NULL,NULL,NULL,CCL,"CARRERA 98 16 200 CENTRAL CONTROL (JARDIN PLAZA),CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
71959,KR,98,NULL,16,NULL,200,CENTRAL CONTROL (JARDIN PLAZA),NULL,76001,76,0,0,NULL,NULL,NULL,CCL,"CARRERA 98 16 200 CENTRAL CONTROL (JARDIN PLAZA),CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
71960,CL,26,NORTE,6,NULL,9,NULL,NULL,76001,76,0,0,B,NULL,NULL,NULL,"CALLE 26 NORTE 6 B 9 ,CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
71961,CL,11,B,101,NULL,24,NULL,NULL,76001,76,0,0,A,NULL,NULL,NULL,"CALLE 11 B 101 A 24 ,CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
71962,CL,72,A,7,NULL,10,PISO 2,NULL,76001,76,0,0,B,BIS,NULL,PS,"CALLE 72 A 7 B BIS 10 PISO 2,CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
71963,KR,98,B,48,NULL,52,"CR, SANTA CATALINA",NULL,76001,76,0,0,NULL,NULL,NULL,CRS,"CARRERA 98 B 48 52 CR, SANTA CATALINA,CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
71964,KR,100,NULL,5,NULL,169,CIUDADELA COMERCIAL UNICENTRO CALI,NULL,76001,76,0,0,NULL,NULL,NULL,CCL,"CARRERA 100 5 169 CIUDADELA COMERCIAL UNICENTRO CALI,CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
71965,KR,98,NULL,16,NULL,200,CENTRAL CONTROL (JARDIN PLAZA),NULL,76001,76,0,0,NULL,NULL,NULL,CCL,"CARRERA 98 16 200 CENTRAL CONTROL (JARDIN PLAZA),CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
71966,KR,70,NULL,18,NULL,75,NULL,NULL,76001,76,0,0,NULL,NULL,NULL,NULL,"CARRERA 70 18 75 ,CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
71967,KM,7 VIA DAPA,NULL,0,NULL,0,PARCELACION LOMAS DE DAPA,NULL,76892,76,0,0,NULL,NULL,NULL,CRS,"KILOMETRO 7 VIA DAPA 0 0 PARCELACION LOMAS DE DAPA,YUMBO,VALLE DEL CAUCA",VALLE DEL CAUCA,YUMBO
71968,KR,111,NULL,49,NULL,32,401 TORRE 3,NULL,76001,76,0,0,NULL,NULL,NULL,AP,"CARRERA 111 49 32 401 TORRE 3,CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
