ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
110781,AV,2,NULL,50,NULL,0,SUPER INTER NORTE ARMENIA,NULL,63001,63,0,0,NULL,NULL,NULL,NULL,AVENIDAENIDA 2 50 0 SUPER INTER NORTE ARMENIA,QUINDIO,ARMENIA
110782,AC,19,NULL,9,NULL,41,CARRERA 19 # 9 - 41 ,NULL,63001,63,0,0,NULL,NULL,NULL,LC,AVENIDA CALLE 19 9 41 CARRERA 19 # 9 - 41 ,QUINDIO,ARMENIA
110783,AV,BOLIVAR,NULL,6,NULL,62,,NULL,63001,63,0,0,NULL,NULL,NULL,NULL,"AVENIDAENIDA BOLIVAR 6 62 ",QUINDIO,ARMENIA
110784,KR,19,NULL,8,NULL,60,,NULL,63001,63,0,0,NULL,NULL,NULL,NULL,"CARRERA 19 8 60 ",QUINDIO,ARMENIA
110785,VI,1,NULL,1,NULL,1,,NULL,63130,63,0,0,NULL,NULL,NULL,NULL,"VIA 1 1 1 ",QUINDIO,CALARCA
110786,KR,18,NULL,23,NULL,48,CRA.18 # 23-48,NULL,63001,63,0,0,NULL,NULL,NULL,CRS,CARRERA 18 23 48 CRA.18 # 23-48,QUINDIO,ARMENIA
110787,AK,14,NULL,17,NULL,51,CARRERA 14 # 17 - 51,NULL,63001,63,0,0,NULL,NULL,NULL,LC,AVENIDA CARRERA 14 17 51 CARRERA 14 # 17 - 51,QUINDIO,ARMENIA
110788,AK,23,NULL,11,NULL,49,CARRERA 23 # 11 A - 49,NULL,63001,63,0,0,A,NULL,NULL,LC,AVENIDA CARRERA 23 11 A 49 CARRERA 23 # 11 A - 49,QUINDIO,ARMENIA
110789,AC,21,NULL,21,NULL,12,CALLE 21 # 21 - 12,NULL,63001,63,0,0,NULL,NULL,NULL,LC,AVENIDA CALLE 21 21 12 CALLE 21 # 21 - 12,QUINDIO,ARMENIA
110790,AC,4,NULL,23,NULL,79,CALLE 4 # 23 79,NULL,63001,63,0,0,NULL,NULL,NULL,CRS,AVENIDA CALLE 4 23 79 CALLE 4 # 23 79,QUINDIO,ARMENIA
110791,CL,22,NULL,22,NULL,65,,NULL,63001,63,0,0,NULL,NULL,NULL,NULL,"CALLE 22 22 65 ",QUINDIO,ARMENIA
110792,CL,21,NULL,16,NULL,18,,NULL,63001,63,0,0,NULL,NULL,NULL,NULL,"CALLE 21 16 18 ",QUINDIO,ARMENIA
110793,AC,16,NULL,14,NULL,44,CALLE 16 # 14 - 44,NULL,63001,63,0,0,NULL,NULL,NULL,LC,AVENIDA CALLE 16 14 44 CALLE 16 # 14 - 44,QUINDIO,ARMENIA
110794,AK,23,NULL,20,NULL,36,CARRERA 23 # 20 - 36,NULL,63001,63,0,0,NULL,NULL,NULL,LC,AVENIDA CARRERA 23 20 36 CARRERA 23 # 20 - 36,QUINDIO,ARMENIA
110795,KR,14,NULL,48,NULL,85,CRA.14 # 48N-85,NULL,63001,63,0,0,N,NULL,NULL,LC,CARRERA 14 48 N 85 CRA.14 # 48N-85,QUINDIO,ARMENIA
110796,KM,1 VIA A LA BELLA,NULL,0,NULL,0,BIOMA,NULL,63130,63,0,0,NULL,NULL,NULL,CRS,KILÓMETRO 1 VIA A LA BELLA 0 0 BIOMA,QUINDIO,CALARCA
110797,KR,19,NULL,23,NULL,39,,NULL,63001,63,0,0,NULL,NULL,NULL,NULL,"CARRERA 19 23 39 ",QUINDIO,ARMENIA
110798,AV,BOLIVAR,NULL,19,NULL,46,CENTRO COMERCIAL PORTAL DEL QUINDIO,NULL,63001,63,0,0,NORTE,NULL,NULL,NULL,AVENIDAENIDA BOLIVAR 19 NORTE 46 CENTRO COMERCIAL PORTAL DEL QUINDIO,QUINDIO,ARMENIA
110799,AV,19,NULL,31,NULL,0,ESQUINA,NULL,63001,63,0,0,NULL,NULL,NULL,NULL,AVENIDAENIDA 19 31 0 ESQUINA,QUINDIO,ARMENIA
110800,VI,D,NULL,1,NULL,1,MZ D CS 1 VILLA LAS AMERICAS,NULL,63001,63,0,0,NULL,NULL,NULL,LC,VIA D 1 1 MZ D CS 1 VIALLA LAS AMERICAS,QUINDIO,ARMENIA
