ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
261091,KR,9,A,6,NULL,1,NULL,NULL,20001,20,0,0,C,NULL,NULL,NULL,"CARRERA 9 A 6 C 1 ,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261092,KR,6,A,1,NULL,47,CARRERA 6 A 1 47,NULL,20001,20,0,0,NULL,NULL,NULL,BG,"CARRERA 6 A 1 47,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261093,CL,9,C,16,NULL,60,NULL,NULL,20001,20,0,0,NULL,NULL,NULL,NULL,"CALLE 9 C 16 60,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261094,CL,15,NULL,8,NULL,32,NULL,NULL,20770,20,0,0,NULL,NULL,NULL,NULL,"CALLE 15 8 32,SAN MARTÍN,CESAR",CESAR,SAN MARTÍN
261095,CL,31,NULL,6,NULL,1,CALLE 31 Nº 1-133 EN 01 BRR MAYALES,NULL,20001,20,0,0,A,NULL,NULL,NULL,"CALLE 31 6 A 1,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261096,CL,10,NULL,21,NULL,44,COSTRUCTORA ARIGUANI,NULL,20060,20,0,0,NULL,NULL,NULL,OF,"CALLE 10 21 44 COSTRUCTORA ARIGUANI,BOSCONIA,CESAR",CESAR,BOSCONIA
261097,KR,NUEVE,NULL,10,NULL,15,NULL,NULL,20001,20,0,0,NULL,NULL,NULL,NULL,"CARRERA NUEVE 10 15,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261098,KR,9,NULL,10,NULL,15,NULL,NULL,20001,20,0,0,NULL,NULL,NULL,NULL,"CARRERA 9 10 15,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261099,KR,23,NULL,13,NULL,46,BARRIO LA POPA,NULL,20001,20,0,0,B,NULL,NULL,OF,"CARRERA 23 13 B 46 BARRIO LA POPA,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261100,CL,12,NULL,8,NULL,42,,NULL,20001,20,0,0,NULL,NULL,NULL,NULL,"CALLE 12 8 42 ,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261101,VI,LA PAZ,NULL,0,NULL,0,CURVA PUENTE SALGUERO,NULL,20001,20,0,0,NULL,NULL,NULL,NULL,"VIA LA PAZ 0 0 CURVA PUENTE SALGUERO,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261102,KR,7,NULL,44,NULL,156,AVENIDA FRANCISCO SALGUERO,NULL,20001,20,-73.25033109999998,10.4822149,NULL,NULL,NULL,NULL,"CARRERA 7  44  156 AVENIDA FRANCISCO SALGUERO,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261103,CL,16,NULL,17,NULL,141,NULL,NULL,20001,20,0,0,NULL,NULL,NULL,NULL,"CALLE 16 17 141,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261104,KR,9,NULL,6,NULL,198,NULL,NULL,20001,20,0,0,NULL,NULL,NULL,LT,"CARRERA 9 6 198,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261105,CL,1,NULL,23,NULL,260,NULL,NULL,20001,20,0,0,NULL,NULL,NULL,NULL,"CALLE 1 23 260,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261106,KR,1,A,39,NULL,134,NULL,NULL,20001,20,0,0,NULL,NULL,NULL,NULL,"CARRERA 1 A 39 134,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261107,CL,1,NULL,25,NULL,55,18,NULL,20001,20,0,0,NULL,NULL,NULL,LC,"CALLE 1 25 55 18,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261108,TV,23,NULL,16,NULL,16,NULL,NULL,20001,20,0,0,E,NULL,NULL,NULL,"TRANSVERSAL 23 16 E 16,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261109,DG,6,A,13,BIS,88,NULL,NULL,20001,20,0,0,B,NULL,NULL,NULL,"DIAGONAL 6 A BIS 13 B 88,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
261110,KR,9,NULL,13,NULL,135,1,NULL,20001,20,0,0,B,NULL,NULL,LC,"CARRERA 9 13 B 135 1,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
