ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
353412,AK,"18 ",G,15,NULL,70,MANZANA 5 URB LAS VEGAS,NULL,25754,25,-74.2179901,4.5891484,NULL,NULL,NULL,NULL,"AVENIDA CARRERA 18 G # 15 70 UNIDAD MANZANA 5 URB LAS VEGAS,SOACHA,CUNDINAMARCA",CUNDINAMARCA,SOACHA
353413,AK,"18 ",G,15,NULL,70,MANZANA 5 URB LAS VEGAS,219170,25754,25,-74.2179901,4.5891484,NULL,NULL,NULL,UN,"AVENIDA CARRERA 18  G # 15 70 UNIDAD MANZANA 5 URB LAS VEGAS,SOACHA,CUNDINAMARCA",CUNDINAMARCA,SOACHA
353414,AK,"18 ",G,15,NULL,70,102 TORRE 5,NULL,25754,25,-74.2179901,4.5891484,NULL,NULL,NULL,AP,"AVENIDA CARRERA 18  G # 15 70 APARTAMENTO 102 TORRE 5,SOACHA,CUNDINAMARCA",CUNDINAMARCA,SOACHA
353415,CL,67,N,2,NULL,50,PORTAL DEL RIO VIS,NULL,76001,76,-76.5364013,3.4083122,A,NULL,NULL,CRS,"CALLE 67 N # 2 A 50 CONJUNTO RESIDENCIAL PORTAL DEL RIO VIS,CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
353416,AK,2,NULL,1,NULL,4,altos del madrid torre 22 apto 101,NULL,25430,25,-74.26784778769685,4.7260460850523325,NULL,NULL,NULL,CRS,"AVENIDA CARRERA 2 # 1 04 CONJUNTO RESIDENCIAL ALTOS DEL MADRID TORRE 22 APTO 101,MADRID,CUNDINAMARCA",CUNDINAMARCA,MADRID
353417,CL,12,NULL,43,NULL,42,NULL,NULL,05001,05,-75.5718938,6.213625599999999,NULL,NULL,NULL,NULL,"CALLE 12 # 43 42,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
353418,VI,11.4609--72.6139,NULL,1,NULL,1,NULL,NULL,44001,44,-72.90260839999999,11.554942,NULL,NULL,NULL,NULL,"VIA 11.4609--72.6139 # 1 1,RIOHACHA,LA GUAJIRA",LA GUAJIRA,RIOHACHA
353419,KR,84,B,37,NULL,28,apt 401,NULL,05001,05,-75.60722489999999,6.2464619,B,NULL,NULL,AP,"CARRERA 84 B # 37 B 28 APARTAMENTO apt 401,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
353420,KR,13,NULL,7,NULL,42,NULL,NULL,41001,41,-75.2829646486878,2.93382002157581,NULL,NULL,NULL,NULL,"CARRERA 13 # 7 42,NEIVA,HUILA",HUILA,NEIVA
353421,CL,9,NULL,9,NULL,28,NULL,NULL,41001,41,-75.2848653,2.9293118,NULL,NULL,NULL,NULL,"CALLE 9 # 9 28,NEIVA,HUILA",HUILA,NEIVA
353422,CL,157,C,91,NULL,86,NULL,NULL,11001,11,-74.0795586,4.7539275,NULL,NULL,NULL,NULL,"CALLE 157 C # 91 86,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
353423,KR,17,NULL,16,NULL,85,NULL,NULL,70001,70,-75.396261,9.304825,A,NULL,NULL,CS,"CARRERA 17 # 16 A 85 CASA,SINCELEJO,SUCRE",SUCRE,SINCELEJO
353424,KR,17,NULL,16,NULL,85,NULL,219173,70001,70,-75.396261,9.304825,A,NULL,NULL,LC,"CARRERA 17 # 16 A 85 LOCAL,SINCELEJO,SUCRE",SUCRE,SINCELEJO
353425,TV,18,NULL,24,NULL,94,NULL,NULL,20001,20,-73.2544222,10.4672927,A,NULL,NULL,LC,"TRANSVERSAL 18 # 24 A 94 LOCAL,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
