ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
354266,DG,16,B,104,NULL,23,NULL,NULL,11001,11,-74.15161789999999,4.673441299999999,NULL,NULL,NULL,NULL,"DIAGONAL 16 B # 104 23,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
354267,CL,10,NULL,10,NULL,27,barrio el llano,NULL,54001,54,-72.50923449999999,7.8857726,NULL,NULL,NULL,LC,"CALLE 10 # 10 27 LOCAL barrio el llano,CÚCUTA,NORTE DE SANTANDER",NORTE DE SANTANDER,CÚCUTA
354268,CL,182,N,45,N,24,Calle 182 No. 45-24,NULL,11001,11,-74.04583317374419,4.759285347288906,N,N,NULL,CRS,"CALLE 182 N N # 45 N N 24 CONJUNTO RESIDENCIAL CALLE 182 NO. 45-24,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
354269,AV,demetrio mendoza,NULL,5,NULL,106,barrio san luis,NULL,54001,54,-72.4802493,7.899513,NULL,NULL,NULL,BG,"AVENIDA demetrio mendoza # 5 106 BODEGA barrio san luis,CÚCUTA,NORTE DE SANTANDER",NORTE DE SANTANDER,CÚCUTA
354270,AV,3,NORTE,51,NULL,24,CAJA DE COMPENSACIÓN FAMILIAR DEL VALLE,NULL,76001,76,-76.5210796,3.4715633,N,NULL,NULL,LC,"AVENIDA 3 NORTE # 51 N 24 LOCAL CAJA DE COMPENSACIÓN FAMILIAR DEL VALLE,CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
354271,VI,El porvenir-finca,N,1,N,1,Vereda El Porvenir - Finca el Placer – Entrada Ecopetrol,NULL,25817,25,-73.9130599,4.965937299999999,N,N,NULL,VR,"VIA EL PORVENIR-FINCA N N # 1 N N 1 VEREDA VEREDA EL PORVENIR - FINCA EL PLACER – ENTRADA ECOPETROL,TOCANCIPÁ,CUNDINAMARCA",CUNDINAMARCA,TOCANCIPÁ
354272,AV,11,E,3,NULL,74,barrio govika,NULL,54001,54,-72.49772759999999,7.920815900000001,N,NULL,NULL,LC,"AVENIDA 11 E # 3 N 74 LOCAL barrio govika,CÚCUTA,NORTE DE SANTANDER",NORTE DE SANTANDER,CÚCUTA
354273,KR,19,NULL,12,NULL,132,Cementos Argos S.A,NULL,76892,76,-76.4885135,3.5638348,NULL,NULL,NULL,BG,"CARRERA 19 # 12 132 BODEGA CEMENTOS ARGOS S.A,YUMBO,VALLE DEL CAUCA",VALLE DEL CAUCA,YUMBO
354274,AV,2,E,4,NULL,6,barrio cambulos,NULL,54001,54,-72.4996202,7.8813649,N,NULL,NULL,LC,"AVENIDA 2 E # 4 N 06 LOCAL barrio cambulos,CÚCUTA,NORTE DE SANTANDER",NORTE DE SANTANDER,CÚCUTA
354275,AV,gran colombia,NULL,3,NULL,94,barrio popular,NULL,54001,54,-72.4944878,7.8914416,E,NULL,NULL,LC,"AVENIDA gran colombia # 3 E 94 LOCAL barrio popular,CÚCUTA,NORTE DE SANTANDER",NORTE DE SANTANDER,CÚCUTA
354276,CL,11,NULL,11,NULL,98,barrio el llano,NULL,54001,54,-72.51079299999999,7.884605799999999,NULL,NULL,NULL,LC,"CALLE 11 # 11 98 LOCAL barrio el llano,CÚCUTA,NORTE DE SANTANDER",NORTE DE SANTANDER,CÚCUTA
354277,CL,99,NULL,7,NULL,51,401,NULL,11001,11,-74.03995900000001,4.6795078,A,NULL,NULL,OF,"CALLE 99 # 7 A 51 OFICINA 401,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
354278,KR,14,B,163,NULL,4,NULL,NULL,11001,11,-74.0351041,4.7409556,NULL,NULL,NULL,NULL,"CARRERA 14 B # 163 04,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
