ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
247131,CL,88,NULL,9,NULL,30,203,NULL,11001,11,0,0,NULL,NULL,NULL,AP,"CALLE 88 9 30 203,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247132,CL,72,NULL,74,NULL,15,,NULL,11001,11,0,0,A,NULL,NULL,NULL,"CALLE 72 74 A 15 ,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247133,CL,65,NULL,7,NULL,68,,NULL,11001,11,0,0,NULL,NULL,NULL,ED,"CALLE 65 7 68 ,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247134,KR,5,NULL,119,NULL,21,,NULL,11001,11,0,0,B,NULL,NULL,NULL,"CARRERA 5 119 B 21 ,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247135,CL,80,NULL,13,NULL,89,NULL,NULL,11001,11,0,0,NULL,NULL,NULL,NULL,"CALLE 80 13 89,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247136,KR,110,A,143,NULL,5,,NULL,11001,11,0,0,NULL,NULL,NULL,NULL,"CARRERA 110 A 143 5 ,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247137,KR,69,BIS,36,NULL,21,SUR,NULL,11001,11,0,0,NULL,NULL,NULL,NULL,"CARRERA 69 BIS 36 21 SUR,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247138,KR,104,NULL,152,NULL,7,6,NULL,11001,11,0,0,NULL,NULL,NULL,LC,"CARRERA 104 152 7 6,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247139,KR,21,NULL,135,NULL,12,NULL,NULL,11001,11,0,0,NULL,NULL,NULL,ED,"CARRERA 21 135 12,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247140,KR,20,NULL,169,NULL,32,,NULL,11001,11,0,0,NULL,NULL,NULL,NULL,"CARRERA 20 169 32 ,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247141,AV,CARACAS,NULL,17,NULL,83,NULL,NULL,11001,11,-74.0771738,4.6077985,NULL,NULL,NULL,NULL,"AVENIDAENIDA CARACAS 17 83,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247142,KR,8,A,96,NULL,51,404,NULL,11001,11,0,0,NULL,NULL,NULL,AP,"CARRERA 8 A 96 51 404,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247143,CL,19,S,18,NULL,50,2,NULL,11001,11,0,0,NULL,NULL,NULL,PS,"CALLE 19 S 18 50 2,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247144,KR,5,NULL,26,NULL,57,TORRES DEL PARQUE,NULL,11001,11,0,0,B,NULL,NULL,NULL,"CARRERA 5 26 B 57 TORRES DEL PARQUE,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247145,CL,48,NULL,73,NULL,55,NULL,NULL,11001,11,0,0,NULL,NULL,NULL,ED,"CALLE 48 73 55,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247146,CL,5,A,25,NULL,19,NULL,NULL,11001,11,0,0,NULL,NULL,NULL,NULL,"CALLE 5 A 25 19,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247147,CL,130,NULL,58,NULL,20,282,NULL,11001,11,0,0,NULL,NULL,NULL,OF,"CALLE 130 58 20 282,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247148,CL,127,NULL,16,NULL,76,NULL,NULL,11001,11,0,0,A,NULL,NULL,NULL,"CALLE 127 16 A 76,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247149,CL,23,C,82,NULL,6,,NULL,11001,11,0,0,NULL,NULL,NULL,NULL,"CALLE 23 C 82 6 ,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
247150,KR,7,NULL,12,NULL,65,NULL,NULL,11001,11,0,0,B,NULL,NULL,NULL,"CARRERA 7 12 B 65,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
