ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
135691,CL,26,B,49,NULL,126,1,NULL,05088,05,0,0,NULL,NULL,NULL,LC,"CALLE 26 B 49 126 1,BELLO,ANTIOQUIA",ANTIOQUIA,BELLO
135692,KR,43,F,16,NULL,78,NULL,NULL,05001,05,0,0,A,NULL,NULL,NULL,"CARRERA 43 F 16 A 78,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
135693,KR,43,A,25,NULL,41,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 43 A 25 41,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
135694,KR,43,A,1,NULL,150,NULL,NULL,05001,05,0,0,S,NULL,NULL,NULL,"CARRERA 43 A 1 S 150,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
135695,CL,11,C,488,S,6,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CALLE 11 C S 488 6,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
135696,CL,12,NULL,43,NULL,72,NULL,NULL,05001,05,0,0,D,NULL,NULL,NULL,"CALLE 12 43 D 72,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
135697,KR,55,NULL,46,NULL,65,134,NULL,05001,05,0,0,NULL,NULL,NULL,LC,"CARRERA 55 46 65 134,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
135698,CL,9,A,25,S,5,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CALLE 9 A S 25 5,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
135699,KR,51,NULL,77,NULL,10,,NULL,05360,05,0,0,B,NULL,NULL,NULL,"CARRERA 51 77 B 10 ,ITAGUI,ANTIOQUIA",ANTIOQUIA,ITAGUI
135700,CLR,1,NULL,68,NULL,36,101,NULL,05001,05,0,0,NULL,NULL,NULL,LC,"CIRCULAR 1 68 36 101,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
135701,KR,45,NULL,59,NULL,47,,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 45 59 47 ,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
135702,CLR,5,NULL,69,NULL,11,,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CIRCULAR 5 69 11 ,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
135703,CL,50,A,82,NULL,16,401,NULL,05001,05,0,0,A,NULL,NULL,AP,"CALLE 50 A 82 A 16 401,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
135704,CL,16,NULL,45,NULL,39,,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CALLE 16 45 39 ,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
135705,CL,36,S,21,NULL,25,105,NULL,05266,05,0,0,NULL,NULL,NULL,INT,"CALLE 36 S 21 25 105,ENVIGADO,ANTIOQUIA",ANTIOQUIA,ENVIGADO
135706,CL,49,NULL,31,NULL,77,BUNOS AIRES,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CALLE 49 31 77 BUNOS AIRES,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
135707,KR,106,NULL,105,NULL,60,LAURELES,NULL,05045,05,0,0,A,NULL,NULL,NULL,"CARRERA 106 105 A 60 LAURELES,APARTADÓ,ANTIOQUIA",ANTIOQUIA,APARTADÓ
135708,CLR,73,A,34,NULL,122,APTO 301,NULL,05001,05,0,0,A,NULL,NULL,NULL,"CIRCULAR 73 A 34 A 122 APTO 301,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
135709,KR,52,NULL,7,NULL,89,GUAYABAL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 52 7 89 GUAYABAL,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
135710,CL,0,NULL,0,NULL,0,NULL,NULL,05266,05,0,0,NULL,NULL,NULL,NULL,"CALLE 0 0 0,ENVIGADO,ANTIOQUIA",ANTIOQUIA,ENVIGADO
