ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
331542,KM,12,NULL,1,NULL,1,PASA CABALLOS,NULL,13001,13,-75.50360369999999,10.3759004,NULL,NULL,NULL,NULL,"KILÓMETRO 12 # 1 1 PASA CABALLOS,CARTAGENA,BOLÍVAR",BOLÍVAR,CARTAGENA
331543,KR,31,NULL,4,NULL,5,NULL,203803,11001,11,-74.101607,4.604663899999999,NULL,NULL,NULL,OF,"CARRERA 31 # 4 05 OFICINA,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
331544,KR,5,NULL,15,NULL,69,ALCALDIA MUNICIPAL DE VALLEDUPAR,NULL,20001,20,-73.23941730000001,10.4707447,NULL,NULL,NULL,NULL,"CARRERA 5 # 15 69 ALCALDIA MUNICIPAL DE VALLEDUPAR,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
331545,KR,5,NULL,15,NULL,69,NULL,203804,20001,20,-73.23941730000001,10.4707447,NULL,NULL,NULL,NULL,"CARRERA 5 # 15 69,VALLEDUPAR,CESAR",CESAR,VALLEDUPAR
331546,CL,1,A,67,NULL,56,NULL,203805,76001,76,-76.5572355375732,3.3942481046611603,NULL,NULL,NULL,CRS,"CALLE 1 A # 67 56 CONJUNTO RESIDENCIAL,CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
331547,KM,35,NULL,01,NULL,1,VIA NEIVA - YAGUARA,NULL,41885,41,-75.51833399999998,2.664454000000001,NULL,NULL,NULL,NULL,"KILÓMETRO 35 # 01 01 VIA NEIVA - YAGUARA,YAGUARÁ,HUILA",HUILA,NEIVA
331548,CL,"CALLE 17 #1B-53 EL RODADERO SUR  ",NULL,1,NULL,53,NULL,60482,47001,47,-74.22748869999998,11.1962049,B,NULL,NULL,NULL,"CALLE CALLE 17 #1B-53 EL RODADERO SUR   # 1 B 53,SANTA MARTA,MAGDALENA",MAGDALENA,SANTA MARTA
331549,VI,rUBIALES KM,NULL,172,NULL,1,NULL,NULL,50568,50,-72.07743189999997,4.311482100000001,NULL,NULL,NULL,NULL,"VIA RUBIALES KM # 172 01,PUERTO GAITÁN,META",,META
331550,KR,4,NORTE,67,NULL,3,NULL,NULL,76001,76,-76.49920309999999,3.4852695,NULL,NULL,NULL,NULL,"CARRERA 4 NORTE # 67 03,CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
331551,KM,"KILOMETRO 1 VIA ZONA  INDUSTRIAL ",NULL,1,NULL,1,NULL,60473,47001,47,-74.22748869999998,11.1962049,NULL,NULL,NULL,LC,"KILÓMETRO KILOMETRO 1 VIA ZONA  INDUSTRIAL  # 1 1 LOCAL,SANTA MARTA,MAGDALENA",MAGDALENA,SANTA MARTA
331552,KM,6 VIA DUITAMA,NULL,1,NULL,1,PANTANO DE VARGAS,NULL,15238,15,-72.99784319999998,5.795905200000001,NULL,NULL,NULL,NULL,"KILÓMETRO 6 VIA DUITAMA # 1 1 PANTANO DE VARGAS,DUITAMA,BOYACÁ",,BOYACÁ
331553,CL,10,NULL,36,NULL,23,NULL,NULL,05088,05,-75.5595887,6.336728799999999,NULL,NULL,NULL,NULL,"CALLE 10 # 36 23,BELLO,ANTIOQUIA",,ANTIOQUIA
331554,KR,"CRA 2#170-276 KM 14 VIA CIENAGA ",NULL,170,NULL,276,NULL,64551,47001,47,-74.22748869999998,11.1962049,NULL,NULL,NULL,INT,"CARRERA CRA 2#170-276 KM 14 VIA CIENAGA  # 170 276 INTERIOR,SANTA MARTA,MAGDALENA",MAGDALENA,SANTA MARTA
331555,KR,68,B,24,NULL,39,SALITRE PLAZA,NULL,11001,11,-74.1098647,4.6533057,NULL,NULL,NULL,CCL,"CARRERA 68 B # 24 39 CENTRO COMERCIAL SALITRE PLAZA,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
331556,CL,15,NULL,5,NULL,58,NULL,NULL,41001,41,-75.29064119999998,2.9329604,NULL,NULL,NULL,NULL,"CALLE 15 # 5 58,NEIVA,HUILA",HUILA,NEIVA
331557,KR,CRA 23 #3-39,NULL,3,NULL,39,NULL,203807,47001,47,-74.22748869999998,11.1962049,NULL,NULL,NULL,OF,"CARRERA CRA 23 #3-39 # 3 39 OFICINA,SANTA MARTA,MAGDALENA",MAGDALENA,SANTA MARTA
331558,KR,CRA 2#170-276 VIA CIENAGA,NULL,170,NULL,276,NULL,150622,47001,47,-74.22748869999998,11.1962049,NULL,NULL,NULL,OF,"CARRERA CRA 2#170-276 VIA CIENAGA # 170 276 OFICINA,SANTA MARTA,MAGDALENA",MAGDALENA,SANTA MARTA
331559,CL,CALLE 5 #5-137,NULL,5,NULL,137,NULL,64603,47001,47,-74.22748869999998,11.1962049,NULL,NULL,NULL,CRS,"CALLE CALLE 5 #5-137 # 5 137 CONJUNTO RESIDENCIAL,SANTA MARTA,MAGDALENA",MAGDALENA,SANTA MARTA
331560,CT,9,NULL,76,NULL,19,12,NULL,19001,19,-76.5585847720642,2.4930706814014494,NORTE,NULL,NULL,BG,"CARRETERA 9 # 76 NORTE 19 BODEGA 12,POPAYÁN,CAUCA",CAUCA,POPAYÁN
331561,DG,15,A,99,NULL,30,SABANA GRANDE RESERVADO 1,NULL,11001,11,-74.15445829999999,4.6665284,NULL,NULL,NULL,CRS,"DIAGONAL 15 A # 99 30 CONJUNTO RESIDENCIAL SABANA GRANDE RESERVADO 1,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
