ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
323471,CL,151,NULL,55,NULL,68,MAZUREN 13,NULL,11001,11,-74.05879060000001,4.734503699999999,NULL,NULL,NULL,CRS,"CALLE 151 # 55 68 CONJUNTO RESIDENCIAL MAZUREN 13,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
323472,CL,6,A,93,NULL,97,NULL,NULL,11001,11,-74.16280840000002,4.6527498,D,NULL,NULL,CRS,"CALLE 6 A # 93 D 97 CONJUNTO RESIDENCIAL,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
323473,CL,6,NULL,28,NULL,10,NULL,NULL,25899,25,-74.00760809999997,5.0266448,NULL,NULL,NULL,CRS,"CALLE 6 # 28 10 CONJUNTO RESIDENCIAL,ZIPAQUIRÁ,CUNDINAMARCA",CUNDINAMARCA,ZIPAQUIRÁ
323474,CL,6,NULL,37,NULL,72,NULL,NULL,11001,11,-74.10452459999999,4.614020399999999,A,NULL,NULL,CCL,"CALLE 6 # 37 A 72 CENTRO COMERCIAL,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
323475,CL,28,NULL,6,NULL,56,NULL,44321,68001,68,-73.13405990000001,7.121198199999999,NULL,NULL,NULL,NULL,"CALLE 28 # 6 56,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
323476,CL,88,NULL,9,NULL,44,NULL,179462,11001,11,-74.04729729999997,4.670194599999999,NULL,NULL,NULL,NULL,"CALLE 88 # 9 44,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
323477,CL,88,NULL,9,NULL,44,NULL,179528,11001,11,-74.04729729999997,4.670194599999999,NULL,NULL,NULL,NULL,"CALLE 88 # 9 44,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
323478,CL,13,NULL,44,NULL,85,NULL,NULL,52001,52,-77.2956906,1.2255733,NULL,NULL,NULL,CRS,"CALLE 13 # 44 85 CONJUNTO RESIDENCIAL,PASTO,NARIÑO",NARIÑO,PASTO
323479,KR,22,B,11,NULL,35,NULL,NULL,52001,52,-77.2840028,1.2083702,S,NULL,NULL,CRS,"CARRERA 22 B # 11 SUR 35 CONJUNTO RESIDENCIAL,PASTO,NARIÑO",NARIÑO,PASTO
323481,CL,35,NULL,10,NULL,43,"centro  ",17902,68001,68,-73.1302207,7.1172872,NULL,NULL,NULL,NULL,"CALLE 35 # 10 43 CENTRO,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
