ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
285511,CL,61,NULL,3,NULL,91,,NULL,68001,68,0,0,NULL,NULL,NULL,NULL,"CALLE 61 3 91 ,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
285512,CL,94,NULL,48,NULL,42,CONJUNTO CERRADO,NULL,68001,68,0,0,NULL,NULL,NULL,UN,"CALLE 94 48 42 CONJUNTO CERRADO,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
285513,CL,54,NULL,22,NULL,28,NULL,NULL,68001,68,0,0,NULL,NULL,NULL,NULL,"CALLE 54 22 28,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
285514,KR,16,NULL,33,NULL,44,NULL,NULL,68001,68,0,0,NULL,NULL,NULL,NULL,"CARRERA 16 33 44,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
285515,KR,48,NULL,32,NULL,45,NULL,NULL,68001,68,0,0,NULL,NULL,NULL,ED,"CARRERA 48 32 45,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
285516,DG,15,NULL,61,NULL,8,,NULL,68001,68,0,0,NULL,NULL,NULL,LC,"DIAGONAL 15 61 8 ,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
285517,KR,35,A,46,NULL,87,CARRERA 35A # 46-87,NULL,68001,68,0,0,NULL,NULL,NULL,LC,"CARRERA 35 A 46 87,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
285518,CL,36,NULL,21,NULL,75,CALLE 36 # 21-75,NULL,68001,68,0,0,NULL,NULL,NULL,LC,"CALLE 36 21 75,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
285519,KR,35,NULL,52,NULL,113,3,NULL,68001,68,0,0,NULL,NULL,NULL,LC,"CARRERA 35 52 113 3,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
285520,CL,46,NULL,22,NULL,8,CALLE 46 # 22-28,NULL,68307,68,0,0,NULL,NULL,NULL,LC,"CALLE 46 22 8,GIRÓN,SANTANDER",SANTANDER,GIRÓN
285521,KR,35,NULL,37,NULL,38,,NULL,68001,68,0,0,NULL,NULL,NULL,LC,"CARRERA 35 37 38 ,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
285522,KR,23,NULL,30,NULL,37,204,NULL,68001,68,0,0,A,NULL,NULL,LC,"CARRERA 23 30 A 37 204,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
285523,KR,19,NULL,37,NULL,35,NULL,NULL,68001,68,0,0,NULL,NULL,NULL,LC,"CARRERA 19 37 35,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
285524,KR,23,NULL,30,NULL,37,501,NULL,68001,68,0,0,A,NULL,NULL,LC,"CARRERA 23 30 A 37 501,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
285525,KR,23,NULL,30,NULL,37,601,NULL,68001,68,0,0,NULL,NULL,NULL,LC,"CARRERA 23 30 37 601,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
285526,KR,28,A,40,NULL,15,,NULL,68001,68,0,0,NULL,NULL,NULL,NULL,"CARRERA 28 A 40 15 ,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
285527,CL,63,NULL,30,NULL,131,CALLE 63 # 30 - 131,NULL,68001,68,0,0,NULL,NULL,NULL,LC,"CALLE 63 30 131,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
285528,CL,210,NULL,9,NULL,631,VIA CORREDOR RIO FRIO,NULL,68276,68,0,0,NULL,NULL,NULL,NULL,"CALLE 210 9 631 VIA CORREDOR RIO FRIO,FLORIDABLANCA,SANTANDER",SANTANDER,FLORIDABLANCA
285529,CL,54,B,17,NULL,25,BARRIO RIO DE ORO II,NULL,68307,68,0,0,NULL,NULL,NULL,OF,"CALLE 54 B 17 25 BARRIO RIO DE ORO II,GIRÓN,SANTANDER",SANTANDER,GIRÓN
285530,AV,179,NULL,10,NULL,240,NULL,NULL,68001,68,0,0,NULL,NULL,NULL,GR,"AVENIDAENIDA 179 10 240,BUCARAMANGA,SANTANDER",SANTANDER,BUCARAMANGA
