ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
165791,KR,80,NULL,48,NULL,92,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 80 48 92,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
165792,CL,71,NULL,50,NULL,66,NULL,NULL,05001,05,0,0,A,NULL,NULL,NULL,"CALLE 71 50 A 66,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
165793,KR,25,NULL,9,NULL,30,NULL,NULL,05001,05,0,0,A,NULL,NULL,NULL,"CARRERA 25 9 A 30,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
165794,KR,102,NULL,98,NULL,8,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 102 98 8,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
165795,VI,0,NULL,0,NULL,0,CASA VERDE CONJUNTO LOS ALMENDROS -CASA 20,NULL,05045,05,0,0,NULL,NULL,NULL,CS,"VIA 0 0 0 CASA VERDE CONJUNTO LOS ALMENDROS -CASA 20,APARTADÓ,ANTIOQUIA",ANTIOQUIA,APARTADÓ
165796,CLR,74,NULL,39,NULL,92,CIRCULAR 74 # 39B 92,NULL,05001,05,0,0,B,NULL,NULL,ED,"CIRCULAR 74 39 B 92 CIRCULAR 74 # 39B 92,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
165797,CL,51,NULL,57,NULL,71,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CALLE 51 57 71,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
165798,CL,79,NULL,95,NULL,8,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CALLE 79 95 8,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
165799,CL,104,NULL,106,NULL,26,NULL,NULL,05045,05,0,0,A,NULL,NULL,NULL,"CALLE 104 106 A 26,APARTADÓ,ANTIOQUIA",ANTIOQUIA,APARTADÓ
165800,KR,43,E,10,NULL,9,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 43 E 10 9,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
165801,KR,81,NULL,42,NULL,55,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 81 42 55,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
165802,KR,99,NULL,96,NULL,22,NULL,NULL,05045,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 99 96 22,APARTADÓ,ANTIOQUIA",ANTIOQUIA,APARTADÓ
165803,KR,100,NULL,97,NULL,56,NULL,NULL,05172,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 100 97 56,CHIGORODÓ,ANTIOQUIA",ANTIOQUIA,CHIGORODÓ
165804,KR,48,NULL,10,NULL,45,CC MONTERREY LOCAL 424,NULL,05001,05,0,0,NULL,NULL,NULL,LC,"CARRERA 48 10 45 CC MONTERREY LOCAL 424,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
165805,KR,66,NULL,34,NULL,84,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 66 34 84,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
165806,CL,49,NULL,64,NULL,15,NULL,NULL,05001,05,0,0,B,NULL,NULL,NULL,"CALLE 49 64 B 15,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
165807,KR,79,NULL,47,NULL,36,201,NULL,05001,05,0,0,NULL,NULL,NULL,INT,"CARRERA 79 47 36 201,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
165808,KR,42,B,88,NULL,185,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 42 B 88 185,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
165809,VI,1,NULL,1,NULL,1,KM 2 VIA EL RETIRO CENTRO COMERCIAL MEDIA LUNA,NULL,05607,05,0,0,NULL,NULL,NULL,NULL,"VIA 1 1 1 KM 2 VIA EL RETIRO CENTRO COMERCIAL MEDIA LUNA,RETIRO,ANTIOQUIA",ANTIOQUIA,RETIRO
165810,CL,16,A,42,A,74,NULL,NULL,05001,05,0,0,S,NULL,NULL,NULL,"CALLE 16 A A 42 S 74,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
