ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
136331,KR,10,NULL,10,NULL,244,URB CASTELLAZO CAS 14,NULL,05001,05,0,0,NULL,NULL,NULL,UN,"CARRERA 10 10 244 URB CASTELLAZO CAS 14,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136332,KM,17,NULL,0,NULL,0,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"KILOMETRO 17 0 0,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136333,KM,17,NULL,0,NULL,0,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"KILOMETRO 17 0 0,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136334,KR,35,NULL,1,NULL,4,NULL,NULL,05001,05,0,0,A,S,NULL,NULL,"CARRERA 35 1 A S 4,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136335,KR,48,NULL,93,NULL,4,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 48 93 4,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136336,KR,52,NULL,49,NULL,53,OLALA TIENDAS,NULL,05001,05,0,0,NULL,NULL,NULL,LC,"CARRERA 52 49 53 OLALA TIENDAS,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136337,CL,18,A,82,NULL,94,,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CALLE 18 A 82 94 ,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136338,CL,52,NULL,38,NULL,48,CL 52 38 48,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CALLE 52 38 48 CALLE 52 38 48,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136339,KR,65,D,32,NULL,115,203 ED PARQUES DE NAZARETH IV,NULL,05001,05,0,0,A,NULL,NULL,AP,"CARRERA 65 D 32 A 115 203 ED PARQUES DE NAZARETH IV,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136340,CL,16,NULL,41,NULL,73,0305 ED MALAWI LIVING,NULL,05001,05,0,0,NULL,NULL,NULL,AP,"CALLE 16 41 73 0305 ED MALAWI LIVING,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136341,CL,7,NULL,39,NULL,290,1209,NULL,05001,05,0,0,NULL,NULL,NULL,INT,"CALLE 7 39 290 1209,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136342,CL,48,NULL,75,NULL,65,,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CALLE 48 75 65 ,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136343,CL,45,F,73,NULL,20,101 ED ACROPOLIS,NULL,05001,05,0,0,NULL,NULL,NULL,AP,"CALLE 45 F 73 20 101 ED ACROPOLIS,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136344,CL,79,NULL,45,NULL,61,,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CALLE 79 45 61 ,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136345,CL,51,NULL,40,NULL,124,,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CALLE 51 40 124 ,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136346,CL,6,NULL,16,NULL,17,107 URB QUINTAS DE SAN LUIS,NULL,05001,05,0,0,NULL,NULL,NULL,CS,"CALLE 6 16 17 107 URB QUINTAS DE SAN LUIS,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136347,KR,50,NULL,32,NULL,125,CR 50 32 125,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 50 32 125 CR 50 32 125,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136348,CL,14,NULL,52,NULL,245,,NULL,05001,05,0,0,NULL,A,NULL,NULL,"CALLE 14 52 A 245 ,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136349,TV,38,NULL,71,NULL,68,,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"TRANSVERSAL 38 71 68 ,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
136350,DG,32,B,31,NULL,38,,NULL,05001,05,0,0,S,NULL,NULL,NULL,"DIAGONAL 32 B 31 S 38 ,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
