ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
333234,CL,166,NULL,55,NULL,70,NULL,156559,11001,11,-74.05742220000002,4.7483048,NULL,NULL,NULL,CRS,"CALLE 166 # 55 70 CONJUNTO RESIDENCIAL,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
333235,KR,29,A,7,NULL,91,NULL,204814,05001,05,-75.55930009999997,6.206919099999999,B,NULL,NULL,NULL,"CARRERA 29 A # 7 B 91,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
333236,CL,53,A,23,NULL,40,NULL,NULL,17001,17,-75.4956436,5.0626524,NULL,NULL,NULL,NULL,"CALLE 53 A # 23 40,MANIZALES,CALDAS",CALDAS,MANIZALES
333237,KR,43,A,14,NULL,27,NULL,204817,05266,05,-75.57031030000002,6.215034500000001,NULL,NULL,NULL,NULL,"CARRERA 43 A # 14 27,ENVIGADO,ANTIOQUIA",ANTIOQUIA,ENVIGADO
333238,KR,130,NULL,52,NULL,152,NULL,NULL,05001,05,-75.63507579999998,6.270209899999999,NULL,NULL,NULL,NULL,"CARRERA 130 # 52 152,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
333239,KR,63,B,40,NULL,22,"402 ",NULL,05001,05,-75.58137529999999,6.243850399999999,NULL,NULL,NULL,AP,"CARRERA 63 B # 40 22 APARTAMENTO 402 ,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
333240,CL,165,NULL,55,NULL,83,NULL,204818,11001,11,-74.0582655,4.747351699999999,A,NULL,NULL,NULL,"CALLE 165 # 55 A 83,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
333241,CL,53,NULL,42,NULL,4,NULL,NULL,05001,05,-75.56121819999998,6.2490815,NULL,NULL,NULL,NULL,"CALLE 53 # 42 04,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
333242,KR,62,NULL,7,NULL,4,"ALMACENES LA 14  LIMONAR ",NULL,76001,76,-76.54773290000003,3.404416,NULL,NULL,NULL,CCL,"CARRERA 62 # 7 04 CENTRO COMERCIAL ALMACENES LA 14  LIMONAR ,CALI,VALLE DEL CAUCA",VALLE DEL CAUCA,CALI
333243,CL,83,A,116,NULL,72,NULL,NULL,11001,11,-74.11988300000002,4.727790100000001,A,NULL,NULL,NULL,"CALLE 83 A # 116 A 72,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
333244,CL,83,A,116,NULL,72,NULL,204821,11001,11,-74.11988300000002,4.727790100000001,A,NULL,NULL,NULL,"CALLE 83 A # 116 A 72,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
333245,KR,55,NULL,12,NULL,9,NULL,204823,05360,05,-75.58816969999998,6.1961873,S,NULL,NULL,NULL,"CARRERA 55 # 12 SUR 09,ITAGUI,ANTIOQUIA",ANTIOQUIA,ITAGUI
333246,KR,5,A,18,ESTE,50,NULL,204824,11001,11,-74.08358249999998,4.5675244,NULL,NULL,NULL,NULL,"CARRERA 5 A ESTE # 18 50,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
333247,VI,1,NULL,1,NULL,1,zona industrial puente blanco zona 1,NULL,73001,73,-75.180015,4.42492,NULL,NULL,NULL,NULL,"VIA 1  1  1 zona industrial puente blanco zona 1,IBAGUÉ,TOLIMA",TOLIMA,IBAGUÉ
333248,CL,80,BIS,94,S,21," C.R. ALCAPARRO",NULL,11001,11,-74.20723279999999,4.6243019,NULL,NULL,NULL,AP,"CALLE 80 BIS SUR # 94 21 APARTAMENTO  C.R. ALCAPARRO,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
333249,CL,36,S,43,NULL,39,NULL,NULL,05266,05,-75.58830990000001,6.1719097,B,NULL,NULL,NULL,"CALLE 36 SUR # 43 B 39,ENVIGADO,ANTIOQUIA",ANTIOQUIA,ENVIGADO
333250,DG,6,S,39,NULL,100,alborada,NULL,50001,50,-73.63685128991739,4.109618226531689,NULL,NULL,NULL,CRS,"DIAGONAL 6 SUR # 39 100 CONJUNTO RESIDENCIAL ALBORADA,VILLAVICENCIO,META",META,VILLAVICENCIO
333251,CL,36,S,43,NULL,39,NULL,204828,05266,05,-75.58830990000001,6.1719097,B,NULL,NULL,NULL,"CALLE 36 SUR # 43 B 39,ENVIGADO,ANTIOQUIA",ANTIOQUIA,ENVIGADO
333252,CL,15,NULL,26,NULL,50,NULL,NULL,08758,08,-74.7612431,10.9229789,A,NULL,NULL,NULL,"CALLE 15 # 26 A 50,SOLEDAD,ATLÁNTICO",,ATLÁNTICO
333253,CL,15,NULL,26,NULL,50,NULL,204830,08758,08,-74.7612431,10.9229789,A,NULL,NULL,NULL,"CALLE 15 # 26 A 50,SOLEDAD,ATLÁNTICO",,ATLÁNTICO
