ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
146831,KR,42,NULL,75,NULL,367,NULL,NULL,05360,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 42 75 367,ITAGUI,ANTIOQUIA",ANTIOQUIA,ITAGUI
146832,KR,15,NULL,9,NULL,40,NULL,NULL,05001,05,0,0,C,NULL,NULL,NULL,"CARRERA 15 9 C 40,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
146833,KR,15,NULL,9,NULL,40,NULL,NULL,05001,05,0,0,C,NULL,NULL,NULL,"CARRERA 15 9 C 40,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
146834,KR,81,N,43,NULL,72,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 81 N 43 72,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
146835,CL,30,NULL,30,NULL,13,NULL,NULL,05440,05,0,0,NULL,NULL,NULL,NULL,"CALLE 30 30 13,MARINILLA,ANTIOQUIA",ANTIOQUIA,MARINILLA
146836,KR,48,N,17,NULL,51,NULL,NULL,05001,05,0,0,A,S,NULL,NULL,"CARRERA 48 N 17 A S 51,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
146837,CL,0,VIA,9,NULL,53,NULL,NULL,05001,05,0,0,S,NULL,NULL,BG,"CALLE 0 VIA 9 S 53,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
146838,CL,26,S,22,NULL,6,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CALLE 26 S 22 6,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
146839,CL,75,NULL,75,NULL,50,INTERIOR 130,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CALLE 75 75 50 INTERIOR 130,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
146840,CL,36,A,46,S,95,NULL,NULL,05266,05,0,0,A,NULL,NULL,NULL,"CALLE 36 A S 46 A 95,ENVIGADO,ANTIOQUIA",ANTIOQUIA,ENVIGADO
146841,VR,AL AEROPUERTO,NULL,0,NULL,0,ALTO DE LAS PALMAS PARCELACIÓN BRAMASOLES LOTE 33,NULL,05266,05,0,0,NULL,NULL,NULL,NULL,"VARIANTE AL AEROPUERTO 0 0 ALTO DE LAS PALMAS PARCELACIÓN BRAMASOLES LOTE 33,ENVIGADO,ANTIOQUIA",ANTIOQUIA,ENVIGADO
146842,KR,45,NULL,5,NULL,30,NULL,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 45 5 30,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
146843,KM,17,NULL,0,NULL,0,ALTO DE LAS PALMAS  VALLE ALTO CASA 4,NULL,05266,05,0,0,NULL,NULL,NULL,NULL,"KILOMETRO 17 0 0 ALTO DE LAS PALMAS VALLE ALTO CASA 4,ENVIGADO,ANTIOQUIA",ANTIOQUIA,ENVIGADO
146844,CL,36,S,20,NULL,65,APTO 3501,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CALLE 36 S 20 65 APTO 3501,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
146845,KR,22,NULL,16,NULL,4,MIRADOR DEL POBLADO CASA R1,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 22 16 4 MIRADOR DEL POBLADO CASA R1,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
146846,KR,7,NULL,0,NULL,0,,NULL,05266,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 7 0 0 ,ENVIGADO,ANTIOQUIA",ANTIOQUIA,ENVIGADO
146847,KR,70,NULL,40,NULL,85,BRR EL PORVENIR,NULL,05615,05,0,0,NULL,NULL,NULL,NULL,"CARRERA 70 40 85 BRR EL PORVENIR,RIONEGRO,ANTIOQUIA",ANTIOQUIA,RIONEGRO
146848,CL,27,D,28,S,80,APTOS 1701 EDIFICIO CORALES DE LA ABADIA,NULL,05266,05,0,0,NULL,NULL,NULL,NULL,"CALLE 27 D S 28 80 APTOS 1701 EDIFICIO CORALES DE LA ABADIA,ENVIGADO,ANTIOQUIA",ANTIOQUIA,ENVIGADO
146849,CL,55,NULL,49,NULL,30,CENTRO POR BOLIVAR,NULL,05001,05,0,0,NULL,NULL,NULL,NULL,"CALLE 55 49 30 CENTRO POR BOLIVAR,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
146850,KR,37,NULL,10,NULL,23,BARRIO EL POBLADO,NULL,05001,05,0,0,A,NULL,NULL,NULL,"CARRERA 37 10 A 23 BARRIO EL POBLADO,MEDELLÍN,ANTIOQUIA",ANTIOQUIA,MEDELLÍN
