ID_DIRECCION,ID_TIPO_VIA,NOMBRE_VIA_DIRECCION,ID_PREFIJO_1_1,NUMERO_VIA_GENERADORA_DIRECCION,ID_PREFIJO_1_2,NUMERO_PLACA_DIRECCION,DATO_COMPLEMENTARIO_DIRECCION,ID_CONTRATO,ID_CIUDAD,ID_DEPARTAMENTO,LONGITUD_DIRECCION,LATITUD_DIRECCION,ID_PREFIJO_2_1,ID_PREFIJO_2_2,ESTRATO,ID_COMPLEMENTO,DIRECCION_COMPLETA,DEPARTAMENTO,CIUDAD
362821,CL,20,A,12,NULL,32,NULL,222965,15238,15,-73.0313137,5.832322599999999,NULL,NULL,NULL,NULL,"CALLE 20 A # 12 32,DUITAMA,BOYACÁ",BOYACÁ,DUITAMA
362822,CL,98,NULL,9,NULL,3,NULL,222966,11001,11,-74.04144149999999,4.6796697,NULL,NULL,NULL,NULL,"CALLE 98 # 9 03,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
362823,CL,10,NULL,3,NULL,56,NULL,222967,73001,73,-75.2420337,4.4451561,NULL,NULL,NULL,NULL,"CALLE 10 # 3 56,IBAGUÉ,TOLIMA",TOLIMA,IBAGUÉ
362824,CL,146,NULL,13,NULL,47,NULL,222969,11001,11,-74.0390079,4.7268965,NULL,NULL,NULL,ED,"CALLE 146 # 13 47 EDIFICIO,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
362825,CL,93,NULL,17,NULL,23,308 edificio infiniti,NULL,11001,11,-74.053742,4.6773827,NULL,NULL,NULL,AP,"CALLE 93 # 17 23 APARTAMENTO 308 EDIFICIO INFINITI,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
362826,KR,12,NULL,90,NULL,20,NULL,222971,11001,11,-74.0499524,4.6729838,NULL,NULL,NULL,ED,"CARRERA 12 # 90 20 EDIFICIO,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
362827,KR,1,NULL,70,NULL,6,NULL,222972,11001,11,-74.05075529999999,4.6502262,A,NULL,NULL,ED,"CARRERA 1 # 70 A 06 EDIFICIO,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
362828,CL,97,NULL,16,NULL,50,NULL,222973,11001,11,-74.0500627,4.683048299999999,NULL,NULL,NULL,ED,"CALLE 97 # 16 50 EDIFICIO,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
362829,KR,3,NULL,1,NULL,4,NULL,222975,73001,73,-75.24945967249145,4.450917529627508,NULL,NULL,NULL,NULL,"CARRERA 3 # 1 04,IBAGUÉ,TOLIMA",TOLIMA,IBAGUÉ
362830,KR,8,NULL,75,NULL,39,NULL,222974,11001,11,-74.05436689999999,4.6586834,NULL,NULL,NULL,ED,"CARRERA 8 # 75 39 EDIFICIO,BOGOTÁ, D.C.,BOGOTÁ, D.C.","BOGOTÁ, D.C.","BOGOTÁ, D.C."
